CPU	 1	 0.066675
CPU	 3	 0.06665
CPU	 5	 0.05
CPU	 7	 0.05
CPU	 9	 0.083325
CPU	 11	 0.06665
CPU	 13	 0.066675
CPU	 15	 0.133325
CPU	 17	 0.11665
CPU	 19	 0.116675
CPU	 21	 0.116675
CPU	 23	 0.15
CPU	 25	 0.133325
CPU	 27	 0.2
CPU	 29	 0.15
CPU	 31	 0.11665
CPU	 33	 0.183325
CPU	 35	 0.18335
CPU	 37	 0.133325
CPU	 39	 0.183325
CPU	 41	 0.166675
CPU	 43	 0.15
CPU	 45	 0.166675
CPU	 47	 0.166675
CPU	 49	 0.166675
CPU	 51	 0.15
CPU	 53	 0.15
CPU	 55	 0.13335
CPU	 57	 0.216675
CPU	 59	 0.166675
CPU	 61	 0.16665
CPU	 63	 0.15
CPU	 65	 0.2
CPU	 67	 0.15
CPU	 69	 0.21665
CPU	 71	 0.166675
CPU	 73	 0.183325
CPU	 75	 0.15
CPU	 77	 0.166675
CPU	 79	 0.15
CPU	 81	 0.166675
CPU	 83	 0.15
CPU	 85	 0.18335
CPU	 87	 0.166675
CPU	 89	 0.116675
CPU	 91	 0.18335
CPU	 93	 0.166675
CPU	 95	 0.2
CPU	 97	 0.18335
CPU	 99	 0.15
IO	 0	 261.483
IO	 2	 261.467
IO	 4	 261.467
IO	 6	 261.433
IO	 8	 261.417
IO	 10	 261.383
IO	 12	 261.35
IO	 14	 261.317
IO	 16	 261.2
IO	 18	 261.117
IO	 20	 261.033
IO	 22	 260.95
IO	 24	 260.8
IO	 26	 260.667
IO	 28	 260.467
IO	 30	 260.3
IO	 32	 260.2
IO	 34	 260.017
IO	 36	 259.833
IO	 38	 259.683
IO	 40	 259.483
IO	 42	 259.267
IO	 44	 259.083
IO	 46	 258.867
IO	 48	 258.683
IO	 50	 258.433
IO	 52	 258.233
IO	 54	 258.033
IO	 56	 257.867
IO	 58	 257.6
IO	 60	 257.383
IO	 62	 257.167
IO	 64	 256.967
IO	 66	 256.683
IO	 68	 256.45
IO	 70	 256.1
IO	 72	 255.867
IO	 74	 255.633
IO	 76	 255.333
IO	 78	 255.1
IO	 80	 254.867
IO	 82	 254.583
IO	 84	 254.367
IO	 86	 254.133
IO	 88	 253.9
IO	 90	 253.7
IO	 92	 253.433
IO	 94	 253.183
IO	 96	 252.867
IO	 98	 252.6
